Age,Gender,AnnualIncome,SpendingScore,PurchaseHistory,MembershipDuration,FeedbackScore,ChurnIndicator,Age_Standardized,AnnualIncome_Standardized,SpendingScore_Standardized,PurchaseHistory_Standardized,MembershipDuration_Standardized,FeedbackScore_Standardized,Age_Normalized,AnnualIncome_Normalized,SpendingScore_Normalized,PurchaseHistory_Normalized,MembershipDuration_Normalized,FeedbackScore_Normalized
47,Female,99013,14,4,3,1,0,0.21182254701198291,0.9571083665949601,-1.2509577790997546,-1.0773174408034436,-0.7859072242379828,-1.558610376712516,0.5686274509803921,0.7667101057016519,0.13265306122448978,0.16666666666666666,0.25,0.0
36,Female,84358,76,13,2,4,1,-0.5361864472518407,0.3831832606843342,0.8838999776903579,0.610092403824296,-1.16890294755084,-0.3661005245988848,0.3529411764705882,0.60347957808445,0.7653061224489796,0.6666666666666666,0.125,0.375
41,Male,43427,77,12,2,1,1,-0.1961823589501027,-1.2197733077242519,0.9183331673160049,0.42260242108788043,-1.16890294755084,-1.558610376712516,0.4509803921568628,0.14758133680845614,0.7755102040816326,0.611111111111111,0.125,0.0
61,Female,59794,11,10,6,4,0,1.1638339942568494,-0.57880215737016,-1.3542573479766955,0.04762245561504946,0.36307994570058877,-0.3661005245988848,0.8431372549019608,0.3298804869627204,0.1020408163265306,0.5,0.625,0.375
35,Female,72756,53,11,9,6,1,-0.6041872649121883,-0.07117901012938678,0.09193661630047748,0.23511243835146495,1.5120671156391603,0.42890604347686917,0.33333333333333337,0.47425401811073614,0.5306122448979591,0.5555555555555555,1.0,0.625
67,Female,84380,56,13,2,8,0,1.571838900218935,0.3840448336853601,0.1952361851774184,0.610092403824296,-1.16890294755084,1.223912611552623,0.9607843137254902,0.6037246187946226,0.5612244897959183,0.6666666666666666,0.125,0.875
62,Male,62675,95,19,1,8,1,1.231834811917197,-0.46597525664491185,1.5381305805776504,1.735032300242789,-1.551898670863697,1.223912611552623,0.8627450980392156,0.3619696817812232,0.9591836734693877,1.0,0.0,0.875
58,Male,72671,8,15,2,6,0,0.9598315412758065,-0.07450781490607755,-1.4575569168536364,0.9850723692971269,-1.16890294755084,0.42890604347686917,0.7843137254901961,0.47330726991234234,0.07142857142857142,0.7777777777777777,0.125,0.625
59,Female,97110,90,11,5,6,0,1.0278323589361542,0.8825823020062245,1.3659646324494155,0.23511243835146495,-0.019915777612268423,0.42890604347686917,0.8039215686274509,0.7455140842717278,0.9081632653061223,0.5555555555555555,0.5,0.625
64,Male,114807,51,1,9,4,0,1.367836447237892,1.5756394565132423,0.023070237049183533,-1.63978738901269,1.5120671156391603,-0.3661005245988848,0.9019607843137255,0.9426270591773316,0.510204081632653,0.0,1.0,0.375
18,Female,84187,9,13,3,9,0,-1.7602011651380975,0.37648648872181517,-1.4231237272279893,0.610092403824296,-0.7859072242379828,1.6214158955905003,0.0,0.6015749434735636,0.08163265306122448,0.6666666666666666,0.25,1.0
55,Female,112908,91,5,4,2,0,0.7558290882947637,1.501270041561057,1.4003978220750626,-0.889827458067028,-0.4029115009251256,-1.1611070926746387,0.7254901960784313,0.9214755906038026,0.9183673469387754,0.22222222222222224,0.375,0.125
18,Female,65016,90,14,2,5,0,-1.7602011651380975,-0.37429605685393436,1.3659646324494155,0.7975823865607115,-1.16890294755084,0.03140275943899218,0.0,0.3880442409864003,0.9081632653061223,0.7222222222222221,0.125,0.5
27,Female,117946,23,7,6,6,0,-1.1481938061949692,1.6985702587959755,-0.9410590724689317,-0.514847492594197,0.36307994570058877,0.42890604347686917,0.17647058823529416,0.9775899132333121,0.22448979591836732,0.33333333333333326,0.625,0.625
21,Male,40729,7,4,7,2,1,-1.5561987121570549,-1.3254334875773306,-1.4919901064792833,-1.0773174408034436,0.7460756690134459,-1.1611070926746387,0.05882352941176472,0.11753043517002487,0.061224489795918366,0.16666666666666666,0.75,0.125
42,Male,33953,24,10,8,5,1,-0.1281815412897551,-1.590797971893291,-0.9066258828432848,0.04762245561504946,1.1290713923263032,0.03140275943899218,0.47058823529411764,0.042057896436885345,0.2346938775510204,0.5,0.875,0.5
67,Female,74732,25,5,9,1,0,1.571838900218935,0.006205910326389181,-0.8721926932176378,-0.889827458067028,1.5120671156391603,-1.558610376712516,0.9607843137254902,0.496263129169869,0.24489795918367346,0.22222222222222224,1.0,0.0
61,Male,41188,17,4,8,6,0,1.1638339942568494,-1.3074579417832004,-1.1476582102228137,-1.0773174408034436,1.1290713923263032,0.42890604347686917,0.8431372549019608,0.12264287544135177,0.16326530612244897,0.16666666666666666,0.875,0.625
65,Female,80142,9,14,8,1,0,1.4358372648982398,0.21807454376047217,-1.4231237272279893,0.7975823865607115,1.1290713923263032,-1.558610376712516,0.9215686274509803,0.556520867444114,0.08163265306122448,0.7222222222222221,0.875,0.0
58,Female,86638,25,10,9,9,1,0.9598315412758065,0.4724735535179219,-0.8721926932176378,0.04762245561504946,1.5120671156391603,1.6214158955905003,0.7843137254901961,0.6288747062296032,0.24489795918367346,0.5,1.0,1.0
62,Male,109936,79,14,5,6,0,1.231834811917197,1.3848793616042925,0.9871995465672988,0.7975823865607115,-0.019915777612268423,0.42890604347686917,0.8627450980392156,0.8883728183023134,0.7959183673469387,0.7222222222222221,0.5,0.625
62,Female,52507,30,8,9,7,0,1.231834811917197,-0.8641786327554027,-0.700026745089403,-0.32735750985778156,1.5120671156391603,0.8264093275147462,0.8627450980392156,0.2487163208251189,0.2959183673469387,0.38888888888888884,1.0,0.75
60,Male,84316,78,12,9,8,1,1.0958331765965017,0.38153843950055766,0.9527663569416518,0.42260242108788043,1.5120671156391603,1.223912611552623,0.823529411764706,0.6030117730923024,0.7857142857142856,0.611111111111111,1.0,0.875
54,Female,57202,14,7,5,6,1,0.6878282706344161,-0.6803111218546597,-1.2509577790997546,-0.514847492594197,-0.019915777612268423,0.42890604347686917,0.7058823529411765,0.3010102360187568,0.13265306122448978,0.33333333333333326,0.5,0.625
50,Male,59847,97,13,1,4,0,0.41582499999302575,-0.5767265496858706,1.6069969598289444,0.610092403824296,-1.551898670863697,-0.3661005245988848,0.6274509803921569,0.3304708123099543,0.9795918367346937,0.6666666666666666,0.0,0.375
46,Male,100966,59,12,7,5,0,0.1438217293516353,1.0335925516405726,0.29853575405435934,0.42260242108788043,0.7460756690134459,0.03140275943899218,0.5490196078431373,0.7884630378365134,0.5918367346938775,0.611111111111111,0.75,0.5
29,Male,63747,8,4,9,1,0,-1.0121921708742738,-0.42399315404947063,-1.4575569168536364,-1.0773174408034436,1.5120671156391603,-1.558610376712516,0.21568627450980393,0.37390984729508475,0.07142857142857142,0.16666666666666666,1.0,0.0
60,Female,53330,16,4,5,8,1,1.0958331765965017,-0.8319479700352086,-1.1820913998484606,-1.0773174408034436,-0.019915777612268423,1.223912611552623,0.823529411764706,0.2578830710283913,0.1530612244897959,0.16666666666666666,0.5,0.875
26,Female,88566,89,16,1,9,0,-1.2161946238553167,0.5479786783350961,1.3315314428237686,1.1725623520335424,-1.551898670863697,1.6214158955905003,0.1568627450980392,0.6503491830119958,0.8979591836734693,0.8333333333333333,0.0,1.0
64,Male,47573,42,2,6,9,0,1.367836447237892,-1.0574059594400174,-0.28682846958163927,-1.4522974062762746,0.36307994570058877,1.6214158955905003,0.9019607843137255,0.19376037246187944,0.4183673469387755,0.05555555555555555,0.625,1.0
50,Male,91106,50,14,5,8,0,0.41582499999302575,0.6474511975444437,-0.011362952576463444,0.7975823865607115,-0.019915777612268423,1.223912611552623,0.6274509803921569,0.6786402468228245,0.5,0.7222222222222221,0.5,0.875
45,Male,70401,29,18,4,4,0,0.07582091169128771,-0.16340648364828983,-0.7344599347150499,1.5475423175063734,-0.4029115009251256,-0.3661005245988848,0.5294117647058824,0.4480235239081766,0.2857142857142857,0.9444444444444444,0.375,0.375
57,Male,97711,45,6,5,5,0,0.8918307236154589,0.9061189098978851,-0.18352890070469832,-0.7023374753306125,-0.019915777612268423,0.03140275943899218,0.7647058823529412,0.7522081509450775,0.44897959183673464,0.2777777777777778,0.5,0.5
26,Male,63240,27,15,9,2,0,-1.2161946238553167,-0.4438484954822026,-0.8033263139663439,0.9850723692971269,1.5120671156391603,-1.1611070926746387,0.1568627450980392,0.36826277274701774,0.26530612244897955,0.7777777777777777,1.0,0.125
39,Female,78788,64,3,3,6,0,-0.3321839942707979,0.1650486417882451,0.4707017021825942,-1.264807423539859,-0.7859072242379828,0.42890604347686917,0.4117647058823529,0.5414397255544046,0.6428571428571428,0.1111111111111111,0.25,0.625
58,Male,80590,56,1,3,2,1,0.9598315412758065,0.23561930305408937,0.1952361851774184,-1.63978738901269,-0.7859072242379828,-1.1611070926746387,0.7843137254901961,0.5615107873603546,0.5612244897959183,0.0,0.25,0.125
47,Female,38488,88,17,8,6,1,0.21182254701198291,-1.4131964464545541,1.2970982531981217,1.360052334769958,1.1290713923263032,0.42890604347686917,0.5686274509803921,0.09256969737472298,0.8877551020408162,0.8888888888888888,0.875,0.625
28,Female,104946,83,15,7,9,0,-1.0801929885346215,1.1894589400079758,1.1249323050698867,0.9850723692971269,0.7460756690134459,1.6214158955905003,0.1960784313725491,0.8327931299495439,0.836734693877551,0.7777777777777777,0.75,1.0
44,Female,100499,84,13,2,6,0,0.00782009403094011,1.0153037065733423,1.1593654946955336,0.610092403824296,-1.16890294755084,0.42890604347686917,0.5098039215686275,0.7832614918523964,0.846938775510204,0.6666666666666666,0.125,0.625
51,Male,87932,34,13,3,2,0,0.48382581765337335,0.5231497109418967,-0.5622939865868151,0.610092403824296,-0.7859072242379828,-1.1611070926746387,0.6470588235294118,0.6432875552733874,0.336734693877551,0.6666666666666666,0.25,0.125
36,Female,94364,4,4,9,6,1,-0.5361864472518407,0.775042326514544,-1.5952896753562242,-1.0773174408034436,1.5120671156391603,0.42890604347686917,0.3529411764705882,0.7149285483565566,0.030612244897959183,0.16666666666666666,1.0,0.625
32,Male,59537,20,14,8,2,0,-0.8081897178932311,-0.5888668965185074,-1.0443586413458728,0.7975823865607115,1.1290713923263032,-1.1611070926746387,0.27450980392156865,0.32701796593934135,0.19387755102040813,0.7222222222222221,0.875,0.125
67,Male,77008,29,2,5,1,0,1.571838900218935,0.09533955352342668,-0.7344599347150499,-1.4522974062762746,-0.019915777612268423,-1.558610376712516,0.9607843137254902,0.5216137044586271,0.2857142857142857,0.05555555555555555,0.5,0.0
32,Male,69662,24,10,1,7,0,-0.8081897178932311,-0.19234750400093073,-0.9066258828432848,0.04762245561504946,-1.551898670863697,0.8264093275147462,0.27450980392156865,0.4397923836891993,0.2346938775510204,0.5,0.0,0.75
40,Female,74349,76,4,4,1,0,-0.2641831766104503,-0.008793292373288044,0.8838999776903579,-1.0773174408034436,-0.4029115009251256,-1.558610376712516,0.43137254901960786,0.49199719317004714,0.7653061224489796,0.16666666666666666,0.375,0.0
25,Female,61712,87,16,5,3,1,-1.2841954415156644,-0.5036886566443614,1.2626650635724745,1.1725623520335424,-0.019915777612268423,-0.7636038086367618,0.13725490196078433,0.35124358160412567,0.8775510204081631,0.8333333333333333,0.5,0.25
62,Female,92160,60,9,1,9,1,1.231834811917197,0.6887283767754092,0.3329689436800063,-0.13986752712136605,-1.551898670863697,1.6214158955905003,0.8627450980392156,0.6903799244829083,0.6020408163265305,0.4444444444444444,0.0,1.0
34,Male,79767,9,3,8,1,0,-0.6721880825725359,0.20338864033389525,-1.4231237272279893,-1.264807423539859,1.1290713923263032,-1.558610376712516,0.3137254901960784,0.5523440371570822,0.08163265306122448,0.1111111111111111,0.875,0.0
47,Male,105571,65,2,2,7,0,0.21182254701198291,1.2139354457189373,0.5051348918082412,-1.4522974062762746,-1.16890294755084,0.8264093275147462,0.5686274509803921,0.8397545137612634,0.6530612244897959,0.05555555555555555,0.125,0.75
53,Female,100616,64,16,4,2,0,0.6198274529740685,1.0198857084424342,0.4707017021825942,1.1725623520335424,-0.4029115009251256,-1.1611070926746387,0.6862745098039217,0.7845646629019503,0.6428571428571428,0.8333333333333333,0.375,0.125
51,Female,80499,79,2,9,6,1,0.48382581765337335,0.23205552382257338,0.9871995465672988,-1.4522974062762746,1.5120671156391603,0.42890604347686917,0.6470588235294118,0.5604972098773684,0.7959183673469387,0.05555555555555555,1.0,0.625
37,Female,112335,10,1,3,6,0,-0.4681856295914931,1.4788299811252472,-1.3886905376023424,-1.63978738901269,-0.7859072242379828,0.42890604347686917,0.37254901960784315,0.9150933939252179,0.09183673469387754,0.0,0.25,0.625
26,Female,87927,23,9,3,5,0,-1.2161946238553167,0.5229538988962089,-0.9410590724689317,-0.13986752712136605,-0.7859072242379828,0.03140275943899218,0.1568627450980392,0.6432318642028938,0.22448979591836732,0.4444444444444444,0.25,0.5
55,Female,86972,38,9,1,8,0,0.7558290882947637,0.4855537981698597,-0.42456122808422714,-0.13986752712136605,-1.551898670863697,1.223912611552623,0.7254901960784313,0.6325948697385861,0.37755102040816324,0.4444444444444444,0.0,0.875
48,Male,95992,44,18,7,8,0,0.27982336467233054,0.8387987285904565,-0.2179620903303453,1.5475423175063734,0.7460756690134459,1.223912611552623,0.5882352941176471,0.7330615609093238,0.43877551020408156,0.9444444444444444,0.75,0.875
36,Male,49878,18,5,5,4,0,-0.5361864472518407,-0.9671366063779914,-1.1132250205971665,-0.889827458067028,-0.019915777612268423,-0.3661005245988848,0.3529411764705882,0.2194339559595015,0.173469387755102,0.22222222222222224,0.5,0.375
62,Male,31513,4,15,2,2,0,1.231834811917197,-1.6863542501888849,-1.5952896753562242,0.9850723692971269,-1.16890294755084,-1.1611070926746387,0.8627450980392156,0.014880654035931917,0.030612244897959183,0.7777777777777777,0.125,0.125
21,Male,83074,7,15,7,3,0,-1.5561987121570549,0.33289872735173487,-1.4919901064792833,0.9850723692971269,0.7460756690134459,-0.7636038086367618,0.05882352941176472,0.5891781111816532,0.061224489795918366,0.7777777777777777,0.75,0.25
43,Female,94237,52,10,4,9,0,-0.06018072362940749,0.7700687005540765,0.05750342667483051,0.04762245561504946,-0.4029115009251256,1.6214158955905003,0.4901960784313726,0.713513995166015,0.520408163265306,0.5,0.375,1.0
33,Female,83337,54,4,2,5,0,-0.7401889002328835,0.3431984409549075,0.12636980592612446,-1.0773174408034436,-1.16890294755084,0.03140275943899218,0.2941176470588236,0.5921074614896249,0.5408163265306122,0.16666666666666666,0.125,0.5
52,Male,62430,27,12,6,5,0,0.5518266353137209,-0.47557004688360877,-0.8033263139663439,0.42260242108788043,0.36307994570058877,0.03140275943899218,0.6666666666666666,0.35924081932702917,0.26530612244897955,0.611111111111111,0.625,0.5
53,Female,63542,57,9,8,7,0,0.6198274529740685,-0.432021447922666,0.22966937480306537,-0.13986752712136605,1.1290713923263032,0.8264093275147462,0.6862745098039217,0.3716265134048407,0.5714285714285714,0.4444444444444444,0.875,0.75
47,Female,76142,72,4,1,5,1,0.21182254701198291,0.06142490721031839,0.74616721918777,-1.0773174408034436,-1.551898670863697,0.03140275943899218,0.5686274509803921,0.5119680110491085,0.7244897959183673,0.16666666666666666,0.0,0.5
53,Female,106659,51,13,8,3,0,0.6198274529740685,1.2565441468605791,0.023070237049183533,0.610092403824296,1.1290713923263032,-0.7636038086367618,0.6862745098039217,0.8518728907007052,0.510204081632653,0.6666666666666666,0.875,0.25
58,Male,68199,56,9,6,8,0,0.9598315412758065,-0.24964210856914948,0.1952361851774184,-0.13986752712136605,0.36307994570058877,1.223912611552623,0.7843137254901961,0.42349717646272605,0.5612244897959183,0.4444444444444444,0.625,0.875
69,Male,87007,80,1,7,5,1,1.7078405355396302,0.48692448248967357,1.0216327361929458,-1.63978738901269,0.7460756690134459,0.03140275943899218,1.0,0.6329847072320425,0.8061224489795917,0.0,0.75,0.5
55,Male,118288,7,5,6,6,0,0.7558290882947637,1.7119638027210136,-1.4919901064792833,-0.889827458067028,0.36307994570058877,0.42890604347686917,0.7254901960784313,0.9813991824550852,0.061224489795918366,0.22222222222222224,0.625,0.625
27,Male,64432,72,8,6,1,1,-1.1481938061949692,-0.3971669037902568,0.74616721918777,-0.32735750985778156,0.36307994570058877,-1.558610376712516,0.17647058823529416,0.38153952395272944,0.7244897959183673,0.38888888888888884,0.625,0.0
45,Female,108946,28,6,5,9,0,0.07582091169128771,1.3461085765581295,-0.7688931243406969,-0.7023374753306125,-0.019915777612268423,1.6214158955905003,0.5294117647058824,0.8773459863445494,0.2755102040816326,0.2777777777777778,0.5,1.0
69,Male,85007,80,15,8,7,1,1.7078405355396302,0.4085996642145967,1.0216327361929458,0.9850723692971269,1.1290713923263032,0.8264093275147462,1.0,0.6107082790345397,0.8061224489795917,0.7777777777777777,0.875,0.75
42,Male,83555,99,13,2,9,0,-0.1281815412897551,0.35173584614689085,1.6758633390802382,0.610092403824296,-1.16890294755084,1.6214158955905003,0.47058823529411764,0.5945355921631525,0.9999999999999999,0.6666666666666666,0.125,1.0
54,Male,52392,1,4,1,8,1,0.6878282706344161,-0.8686823098062196,-1.6985892442331652,-1.0773174408034436,-1.551898670863697,1.223912611552623,0.7058823529411765,0.24743542620376252,0.0,0.16666666666666666,0.0,0.875
55,Female,95052,7,11,8,7,0,0.7558290882947637,0.8019860640011703,-1.4919901064792833,0.23511243835146495,1.1290713923263032,0.8264093275147462,0.7254901960784313,0.7225916396564975,0.061224489795918366,0.5555555555555555,0.875,0.75
25,Male,81492,9,16,9,7,1,-1.2841954415156644,0.27094379609614905,-1.4231237272279893,1.1725623520335424,1.5120671156391603,0.8264093275147462,0.13725490196078433,0.5715574564774284,0.08163265306122448,0.8333333333333333,1.0,0.75
58,Female,97495,95,3,7,1,0,0.9598315412758065,0.8976598295241768,1.5381305805776504,-1.264807423539859,0.7460756690134459,-1.558610376712516,0.7843137254901961,0.7498022966997471,0.9591836734693877,0.1111111111111111,0.75,0.0
21,Male,114732,20,2,9,3,0,-1.5561987121570549,1.572702275827927,-1.0443586413458728,-1.4522974062762746,1.5120671156391603,-0.7636038086367618,0.05882352941176472,0.941791693119925,0.19387755102040813,0.05555555555555555,1.0,0.25
47,Female,57022,76,1,2,7,0,0.21182254701198291,-0.6873603554994167,0.8838999776903579,-1.63978738901269,-1.16890294755084,0.8264093275147462,0.5686274509803921,0.2990053574809815,0.7653061224489796,0.0,0.125,0.75
21,Male,113260,35,9,1,8,0,-1.5561987121570549,1.5150552095774703,-0.527860796961168,-0.13986752712136605,-1.551898670863697,1.223912611552623,0.05882352941176472,0.9253962419665631,0.346938775510204,0.4444444444444444,0.0,0.875
33,Female,68973,13,2,3,9,0,-0.7401889002328835,-0.21933040389669473,-1.2853909687254015,-1.4522974062762746,-0.7859072242379828,1.6214158955905003,0.2941176470588236,0.4321181541751596,0.12244897959183672,0.05555555555555555,0.25,1.0
44,Male,74089,3,1,1,2,1,0.00782009403094011,-0.01897551874904804,-1.6297228649818714,-1.63978738901269,-1.551898670863697,-1.1611070926746387,0.5098039215686275,0.4891012575043718,0.020408163265306124,0.0,0.0,0.125
61,Male,118344,77,8,3,6,0,1.1638339942568494,1.7141568976327157,0.9183331673160049,-0.32735750985778156,-0.7859072242379828,0.42890604347686917,0.8431372549019608,0.9820229224446153,0.7755102040816326,0.38888888888888884,0.25,0.625
36,Male,86918,80,15,8,7,0,-0.5361864472518407,0.4834390280764327,1.0216327361929458,0.9850723692971269,1.1290713923263032,0.8264093275147462,0.3529411764705882,0.6319934061772536,0.8061224489795917,0.7777777777777777,0.875,0.75
64,Female,100956,2,10,9,2,0,1.367836447237892,1.0332009275491973,-1.6641560546075183,0.04762245561504946,1.5120671156391603,-1.1611070926746387,0.9019607843137255,0.7883516556955257,0.01020408163265306,0.5,1.0,0.125
40,Male,43615,10,5,4,4,0,-0.2641831766104503,-1.2124107748063946,-1.3886905376023424,-0.889827458067028,-0.4029115009251256,-0.3661005245988848,0.43137254901960786,0.14967532105902143,0.09183673469387754,0.22222222222222224,0.375,0.375
30,Male,86194,10,14,4,7,1,-0.9441913532139263,0.4550854438608548,-1.3886905376023424,0.7975823865607115,-0.4029115009251256,0.8264093275147462,0.23529411764705888,0.6239293391697576,0.09183673469387754,0.7222222222222221,0.375,0.75
48,Female,65120,2,19,7,3,1,0.27982336467233054,-0.37022316630363034,-1.6641560546075183,1.735032300242789,0.7460756690134459,-0.7636038086367618,0.5882352941176471,0.38920261525267047,0.01020408163265306,1.0,0.75,0.25
38,Male,89075,77,11,2,3,0,-0.4001848119311455,0.5679123445861031,0.9183331673160049,0.23511243835146495,-1.16890294755084,-0.7636038086367618,0.3921568627450981,0.6560185339882603,0.7755102040816326,0.5555555555555555,0.125,0.25
55,Male,87319,61,2,9,3,1,0.7558290882947637,0.4991431541405856,0.3674021333056533,-1.4522974062762746,1.5120671156391603,-0.7636038086367618,0.7254901960784313,0.6364598300308528,0.6122448979591836,0.05555555555555555,1.0,0.25
38,Male,86482,93,5,9,7,0,-0.4001848119311455,0.4663642176924659,1.4692642013263564,-0.889827458067028,1.5120671156391603,0.8264093275147462,0.3921568627450981,0.6271371448301979,0.9387755102040816,0.22222222222222224,1.0,0.75
56,Female,80201,86,17,8,8,1,0.8238299059551113,0.22038512589958692,1.2282318739468276,1.360052334769958,1.1290713923263032,1.223912611552623,0.7450980392156864,0.5571780220759404,0.8673469387755102,0.8888888888888888,0.875,0.875
44,Male,44947,64,1,2,5,0,0.00782009403094011,-1.1602464458351933,0.4707017021825942,-1.63978738901269,-1.16890294755084,0.03140275943899218,0.5098039215686275,0.16451142223855825,0.6428571428571428,0.0,0.125,0.5
49,Male,107866,54,16,5,4,0,0.34782418233267814,1.303813174689588,0.12636980592612446,1.1725623520335424,-0.019915777612268423,-0.3661005245988848,0.607843137254902,0.865316715117898,0.5408163265306122,0.8333333333333333,0.5,0.375
29,Male,108780,29,8,1,5,0,-1.0121921708742738,1.3396076166412982,-0.7344599347150499,-0.32735750985778156,-1.551898670863697,0.03140275943899218,0.21568627450980393,0.8754970428041569,0.2857142857142857,0.38888888888888884,0.0,0.5
62,Male,80585,53,15,7,3,0,1.231834811917197,0.2354234910084017,0.09193661630047748,0.9850723692971269,0.7460756690134459,-0.7636038086367618,0.8627450980392156,0.561455096289861,0.5306122448979591,0.7777777777777777,0.75,0.25
58,Female,89785,5,12,5,6,1,0.9598315412758065,0.5957176550737554,-1.5608564857305773,0.42260242108788043,-0.019915777612268423,0.42890604347686917,0.7843137254901961,0.6639266659983738,0.04081632653061224,0.611111111111111,0.5,0.625
42,Female,55943,67,18,9,3,0,-0.1281815412897551,-0.7296165949588207,0.5740012710595351,1.5475423175063734,1.5120671156391603,-0.7636038086367618,0.47058823529411764,0.2869872244684288,0.673469387755102,0.9444444444444444,1.0,0.25
38,Female,34639,67,18,7,7,0,-0.4001848119311455,-1.5639325592249396,0.5740012710595351,1.5475423175063734,0.7460756690134459,0.8264093275147462,0.3921568627450981,0.049698711308628796,0.673469387755102,0.9444444444444444,0.75,0.75
63,Male,116219,89,19,3,9,0,1.2998356295775446,1.6309367782154467,1.3315314428237686,1.735032300242789,-0.7859072242379828,1.6214158955905003,0.8823529411764707,0.9583542174847686,0.8979591836734693,1.0,0.25,1.0
23,Female,78634,37,8,7,7,0,-1.4201970768363597,0.15901763078106418,-0.4589944177098741,-0.32735750985778156,0.7460756690134459,0.8264093275147462,0.09803921568627455,0.5397244405831969,0.36734693877551017,0.38888888888888884,0.75,0.75
32,Male,71940,86,12,2,7,0,-0.8081897178932311,-0.10313553598561816,1.2282318739468276,0.42260242108788043,-1.16890294755084,0.8264093275147462,0.27450980392156865,0.465165235406155,0.8673469387755102,0.611111111111111,0.125,0.75
54,Female,81714,71,1,8,2,0,0.6878282706344161,0.2796378509246826,0.7117340295621231,-1.63978738901269,1.1290713923263032,-1.1611070926746387,0.7058823529411765,0.5740301400073513,0.7142857142857142,0.0,0.875,0.125
31,Female,42482,40,13,3,2,1,-0.8761905355535787,-1.2567817843592257,-0.3556948488329332,0.610092403824296,-0.7859072242379828,-1.1611070926746387,0.2549019607843137,0.1370557244851361,0.39795918367346933,0.6666666666666666,0.25,0.125
45,Female,113984,86,8,6,1,1,0.07582091169128771,1.5434087937930483,1.2282318739468276,-0.32735750985778156,0.36307994570058877,-1.558610376712516,0.5294117647058824,0.9334603089740592,0.8673469387755102,0.38888888888888884,0.625,0.0
31,Female,107450,53,11,6,2,0,-0.8761905355535787,1.287521612488372,0.09193661630047748,0.23511243835146495,0.36307994570058877,-1.1611070926746387,0.2549019607843137,0.8606832180528174,0.5306122448979591,0.5555555555555555,0.625,0.125
50,Male,62614,68,14,6,1,1,0.41582499999302575,-0.4683641636023017,0.6084344606851821,0.7975823865607115,0.36307994570058877,-1.558610376712516,0.6274509803921569,0.3612902507211994,0.6836734693877551,0.7222222222222221,0.625,0.0
42,Male,86914,43,5,1,7,1,-0.1281815412897551,0.48328237843988253,-0.25239527995599226,-0.889827458067028,-1.551898670863697,0.8264093275147462,0.47058823529411764,0.6319488533208586,0.42857142857142855,0.22222222222222224,0.0,0.75
65,Male,50848,27,12,7,8,0,1.4358372648982398,-0.929149069514579,-0.8033263139663439,0.42260242108788043,0.7460756690134459,1.223912611552623,0.9215686274509803,0.2302380236352904,0.26530612244897955,0.611111111111111,0.75,0.875
45,Female,93263,55,4,1,3,1,0.07582091169128771,0.7319245140541141,0.16080299555177144,-1.0773174408034436,-1.551898670863697,-0.7636038086367618,0.5294117647058824,0.7026653746338312,0.5510204081632653,0.16666666666666666,0.0,0.25
24,Female,50195,92,4,5,3,1,-1.352196259176012,-0.9547221226813917,1.4348310117007095,-1.0773174408034436,-0.019915777612268423,-0.7636038086367618,0.11764705882352944,0.2229647698288057,0.9285714285714285,0.16666666666666666,0.5,0.25
66,Female,112011,39,12,6,3,0,1.5038380825585873,1.466141360564685,-0.3901280384585802,0.42260242108788043,0.36307994570058877,-0.7636038086367618,0.9411764705882354,0.9114846125572227,0.38775510204081626,0.611111111111111,0.625,0.25
24,Male,48876,97,2,6,3,0,-1.352196259176012,-1.0063773403338048,1.6069969598289444,-1.4522974062762746,0.36307994570058877,-0.7636038086367618,0.11764705882352944,0.2082734654325526,0.9795918367346937,0.05555555555555555,0.625,0.25
31,Female,78497,3,10,6,5,1,-0.8761905355535787,0.1536523807292214,-1.6297228649818714,0.04762245561504946,0.36307994570058877,0.03140275943899218,0.2549019607843137,0.538198505251668,0.020408163265306124,0.5,0.625,0.5
47,Female,40985,58,14,1,1,0,0.21182254701198291,-1.3154079108381207,0.2641025644287123,0.7975823865607115,-1.551898670863697,-1.558610376712516,0.5686274509803921,0.1203818179793052,0.5816326530612245,0.7222222222222221,0.0,0.0
62,Female,75087,80,17,2,2,1,1.231834811917197,0.020108565570215328,1.0216327361929458,1.360052334769958,-1.16890294755084,-1.1611070926746387,0.8627450980392156,0.5002171951749257,0.8061224489795917,0.8888888888888888,0.125,0.125
36,Female,39609,12,8,1,4,1,-0.5361864472518407,-1.3692953858113737,-1.3198241583510484,-0.32735750985778156,-1.551898670863697,-0.3661005245988848,0.3529411764705882,0.1050556353794233,0.11224489795918367,0.38888888888888884,0.0,0.375
47,Male,48355,38,1,6,3,0,0.21182254701198291,-1.0267809554944625,-0.42456122808422714,-1.63978738901269,0.36307994570058877,-0.7636038086367618,0.5686274509803921,0.20247045588710305,0.37755102040816324,0.0,0.625,0.25
27,Male,55486,33,17,3,1,1,-1.1481938061949692,-0.7475138159346757,-0.596727176212462,1.360052334769958,-0.7859072242379828,-1.558610376712516,0.17647058823529416,0.28189706062529934,0.32653061224489793,0.8888888888888888,0.25,0.0
67,Female,51049,25,9,9,3,1,1.571838900218935,-0.9212774252779338,-0.8721926932176378,-0.13986752712136605,1.5120671156391603,-0.7636038086367618,0.9607843137254902,0.2324768046691394,0.24489795918367346,0.4444444444444444,1.0,0.25
